Page,Name,Score,Review
551,Michael L,4,"Paying extra for business class for an internal flight was worth every cent. Priority security screening saved about a 30minute wait, into the lounge which was just average. Seat was an older type but quite spacious and comfortable. All in all a very good experience."
551,tidekazow,5,"Great service, comfortable lie flat beds. Good food with great choices, clean toilet.<br>Smoothest landing ever! We also flew with them fram Yangon to Hanoi and back to Paris, same good experience. Cheaper Business Class than other major airlines!"
551,haileythegolden,3,"We flew on a airbus, 3 seats per side of plane. It was a 90 minute flight and they served a nice lunch. Service was good. If this was a North American flight there is no meal. Good service. Got  to siem reap on time"
552,Tami M,3,"I had read in the forum (here) that the domestic flights in Vietnam were often late and that was true for us. I bought first class tickets since we had to take our bags and didn’t have status, which I recommend if you can. Our first flight was 2.5 hours late but we had lotus lounge access because we flew first class, which was really nice. We were loaded onto a bus to the plane only to be taken back to the airport again but we did eventually get there. The flight crew was nice and the flight itself was fine. On the way back we only had about a half hour delay. If you go into the experience knowing delays will be likely and you’re patient and nice to everyone, it’s really easier on everyone. : ) I would not recommend a tight connection or having your trip depend on an on time flight with any of these airlines."
552,JanC,5,"The title says it all - we were made to feel welcome at every stage of the trip.  Check in was straightforward, staff had good clear English, the boarding process was efficient and the flight was on time.  It was a short flight so there was no meal but we were given a bottle of mineral water.  Would recommend the airline and will fly with them again."
552,Moira M,5,This was the first time I have flown with Vietnam Airlines and I was pleasantly surprised at their modern fleet of Airbus A350s. The plane was clean and the in flight service and food was exceptionally good. The new international airport at Da Nang was due to open the following week which means it will be possible to fly direct avoiding a stop over in Ho Chi Minh. The flights were on time and luggage collection was quick. Internal flights within Vietnam are not cheap.
552,Pornchai R,5,"At first I was reluctant to book this airline. But to my surprise, almost everything was nice. Aircraft used was new. Foods were delicious. Entertainments offered could compete with top ranking airlines. Punctuality was near to perfection. The only weak point was the cabin crews seemed to be lack of experiences in providing up to standard services. They could speak very little English. I got very good airfares too. Really love flying with this airline."
552,martyn,4,Great direct service. From check in to arrival - all went well. The cost was very good compared to other airlines who have a stop.
553,Miranda N,3,"We travelled to Nha Trang and back with this airline, and though it was delayed it was a nice trip. It only lastet about an hour and they gave a small bottle of water. It was a nice and effective flight."
553,Avril60,3,"When we first booked the flight, we were supposed to have a transit time of 2hrs 55mins at HCMC (arrive 14:20 &amp; depart 17:15). This was fine as we need to actually clear immigration, collect our luggage &amp; make our way from the international terminal to the domestic terminal on foot (less than 10mins walk) at HCMC.<br>2 mths later, we received a flight change notification to tell us that our connecting flight was moved to 18:35 which meant a wait of 4hrs 15mins. This was again changed to 20:00, meaning a 5hr 40min wait. We couldn’t cancel &amp; change as booking then would mean a very expensive ticket as we were closer to flight date. The airports are small with very few seats in the non-controlled area. There’s really very few things you can do at the airport to kill time. Thank goodness there’s free wifi.<br>There was yet again a flight delay to Nha Tráng after we’ve checked in. And believe it or not, the flight delay was caused by the late arrival of the service crew. The Pilots arrived early but the service crew arrived at 20:00 (departure time) &amp; we saw them casually walking to the plane whilst we were at the waiting area. The captain confirmed this when he apologised for the delay quoting that it was due to late arrival of crew. He must be equally upset.<br>I must confess that this was the cheapest option for us to fly on a non-Budget airline to Nha Trang from Singapore, hence the average rating."
553,Lee-anne R,4,Service was friendly though basic in regards to drinks/food.......the flight is only 1 hour and water or soft drink or fruit juice was available following issue of water and refresher towel.   Ideally would have also liked a packet of nuts/fruit or similar especially seeing as flight was over lunch period. <br>Friends highly rated Vietnam air for international flight from Sydney to Hanoi
553,Amit M,4,Vietnam Airline-  Best in Class for Economy Passengers. very good leg space. On time departure and very good In flight Meals.
553,14punitk,4,A very cordial air services provided with a smiling faces. The check-in procedure was smooth with slight broken language. The aircraft was very neat &amp; clean. The cabin service was very prompt but the food is pure non-veg. The in-flight entertainment is slightly restricted because of language.
554,Oliver C,5,"As the title says - Vietnam Airlines is not a budget airline, but it’s still very reasonable. Despite that, the service was really nice on the plane, the chairs comfortable, reasonable leg room, entertainment services were great. All round good airline."
554,PhilthetravellerXI,4,"I recently flew Vietnam Airlines direct to Hanoi from Sydney. I remember many times going to Vietnam in previous years when one had to fly into Hanoi via Singapore or Bangkok which added to the time and cost of the trip, it is great now to have direct flights. The plane was a very new Boeing Dreamliner and fantastically comfortable and efficient - I flew Premium Economy and the seating was excellent with very good seats, spacious and roomy where you could stretch out your legs and remain very refreshed during the 9 hour flight. Their Premium Economy seating is much better than Qantas I must say. The cabin crew where efficient and friendly. Meal service was fair, if you like cheap flexible plastic utensils and basic but tasty fare. The washrooms were of good size but the cabin crew were a little tardy to maintain and replace used items like tissues. The windows  were very good with electronic shading where you can adjust the transmission and darken the cabin. The entertainment system worked well but had limited movies, in English, and most were old re-runs and second rate movies. Don’t get too excited about catching up with the latest. Most people in the Premium Economy cabin (seats 35 passengers) ended up reading or playing with their own iPads. The check-in and boarding in Sydney was a bit of a challenge being a full plane and passengers queuing in wrong queues - perhaps better signage or more on the ground staff would have been useful. Once aboard however it was a very comfortable and enjoyable trip and a good alternative to stopping over in another city. I’d certainly fly the new revamped Vietnam Airlines again - vastly different to decades ago with their old aircraft. The direct flight to and from Hanoi means you don’t have to go via Ho Chi Minh City and its busy airport, Hanoi’s new airport is so much easier and pleasant."
554,Roland G,4,"We travelled from Melbourne to Ho Chi Minh City to Phnom Penh and then from Siem Reap via Ho Chi Minh City back to Melbourne.  They work to a schedule on board and love to play self advertisements at every opportunity :-) <br>The connecting flights were a challenge with little assistance available in working out how to move from one side of the Ho Chi Minh City airport to the other.<br>Be prepared to squash, face to face, on buses from the terminal, across the tarmac to the plane.  Overall the experience was great."
554,Christian C,5,"Boarding was easy and fast, the flight arrived on time and the on board service was great. A good varity of Beverages, exellent food and comfortable seats with space.<br>The Airplane was the new A350"
554,Jackson9305,5,"I want to express special thanks to the ground check-in attendant (name unfortuantely not noted) who noticed, upon our transfer from Singapore to Ho Chi Minh City and on to Nha Trang, that we could get on the next immediate flight as opposed to having to wait about five hours for our scheduled one. She went to great efforts to check us in and even let us use her mobile phone to call our hotel in Nha Trang so that our pick-up service would know that we were arriving much earlier than expected. She even accompanied us to the security check and made sure we got to our flight on time.<br><br>We were impressed with Vietnam Airlines anyway, with the quality of food and the seats on all of its planes we flew."
555,sunnynorth2018,3,"This is the third time I flew with this airline within a month. The new airplanes are excellent and the old ones so so! The in flight personnel is always very courteous and helpful. On the negative side, the check in line ups are always long even for those who have already checked in on line."
555,georgiegirl,5,"Very impressed with this airline and chose it after reading reviews on the cheaper ones for 3 internal flights. Very good service from the check in procedure to the end of the flights. All flights on time, nice lunch on the longer 2 hr flight from Saigon to Hanoi was a nice surprise.  Air stewards were very efficient and friendly on the planes and also very helpful at check in. I love the guide at the front of the queue,keeping the lines flowing to check in counters which was great as I was cutting it a bit fine for the closing time at Saigon, this is a great part of the service. check in staff were friendly. love the wet towel! Just be prepared to squash, face to face,  on buses to get out to tarmac at Saigon but overall the experience was great."
555,Andrew M,5,"This Airline has purchased new planes and it makes all the difference. Lay flat beds along with good food and great staff make the long flight very enjoyable.<br><br>For just a little more than say Quantas Premium Economy and a lot less than Quantas Business you can fly in equal comfort and spend the change on upgrading hotels or extra spending money.<br><br>The added benefit is being able to have a stop-over in either Ho Chi Minh or Hanoi, we did both.<br><br>My new number one Australia - Europe airline. Massive thumbs up!"
555,blondros,5,"We actually flew more Vietnam airlines domestic and then from Hanoi back to Sydney and it all the flights were fantastic. Staff were very good, service was excellent, food was good. My husband thought the legroom was good as he is fairly tall and finds it cramped sometime but he didn't on these flights"
555,Widlydidly,2,"Heathrow to Hanoi, on time, nice Dreamliner, lots of legroom, crew OK, food poor, arrived on time<br>Hanoi to Danang, 3 hours delay, old plane combined 2 flights, no useful service<br>Danang to Hanoi, on time all goog<br>Hanoi to Heathrow, dreadful experience, very poor food, invisible crew, no information but did arrive on time"
556,MrandMrsRo,5,Short internal flight - quick to depart and to disembark and luggage off really quickly<br><br>Only water served on the flight
556,kent k,5,"This one hour flight was the first Air Vietnam flight I have ever booked.  It was on time, the service was excellent, and there was adequate leg room.  The rest rooms were spotless and the cost was very low..."
556,michael c,5,"Not too cramped, entertainment options good, flight attendants - excellent. And, food pretty good. Better on outward flight than return. Toilets clean."
556,Gingerfatlad,1,"I booked a multi-trip through Vietnam Airlines for a friends wedding. Flying from Heathrow to Hanoi, I was impressed. The food and level of service was good, the plane modern and reasonably priced. <br><br>The next day I flew from Hanoi to Dalat. I received an email that the flight would now leave half an hour earlier. Not ideal, but it was to much of a change. <br><br>After spending a few days in Dalat, I was due to leave at 1215 to fly to Da Nang (a 1 hour flight). I arrived a the Airport and the flight had been rescheduled to 2020!!! No emails received and unable to check in online so I didn’t know any better. After waiting an hour for a rep to appear, a after a long argument I managed to get them to pay for a taxi back to Dalat and back to the airport so I didn’t have to sit in the airport all day. <br><br>1830 I wait at the the hotel reception for the taxi back to the airport. I check my phone and they’ve pushed the flight back to 2250 now... a total of 11 hours late.<br><br>I emailed the airline stating how it ruined my day and plans in Da Nang. Their response; sorry, nothing we can do.<br><br>The airline seems nice enough, staff generally polite and efficient, but if you book internal flights, fully expect them to change the times the day before. The forums are full of people with the same issue. <br><br>Terrible service from what is meant to be a premium airline."
556,JamHam,3,"Like many other Asian airlines that are considered budget, you get a seat and a flight. No frills, no real service. It serves the purpose of getting you to your destination with little comfort."
557,millyh,5,"As we were travelling with our dog for the first time we were worried and concerned how she would cope .She is a very nervous dog and scared of her own shadow.<br>Vietnam Airlines staff where fantastic with her and made the process so easy .allowing us to spend as much time with her before the flight.Its twelve hours from London to Saigon But the flight was comfortable the service onboard along with the food was very good ,the drinks service was frequent and wine served with the meal.The staff are not overly friendly but this could be because of the language difference.Our overall journey was excellent and will definitely fly with them again ."
557,emma_Wisconsin,5,The staff were very friendly and efficient. The aircraft was clean and seats are comfortable. The inflight food was delicious. Will highly recommend. Can accumulate with Delta points.
557,GMS19,5,"Flew business one way, economy return. First time using this airline and would definitely book again. Business lounges in Singapore and Ho Chi Minh City lovely (try the salty lemonade - delicious in hot weather). Cabin staff smiling and attentive in both business and coach. Meals tasty. Hot meal service in coach from Ho Chi Minh to Singapore on 2 hour flight- did not expect that!"
557,Luz Nguyen,4,"Well, I usually take Vietnam Airlines for my trip and sometimes with Vietjet Air (they have many routes when compares them each other). Everything is average, you could not find excellent services there. It's fine for short trip as well."
557,BudgetTraveler010,3,Pleasantly surprised after traveling on the budget airlines.  The seats were wider and there was considerably more leg room.  The inflight service was very good and the flight attendants were friendly and helpful. The flight is only 1.5 hours.  We had a bit of turbulence midway.  The captain came on and explained what was happening.  Would recommend Vietnam Air if you need to be at your next destination on time as my experience on the other local airlines weren't as reliable.  Also more comfortable but you do pay for the difference.
558,Bellagio62,5,This was an overnight flight from HCMC to Tokyo. I elected for business class because I needed a good nights sleep. The cabin crew was friendly and left me alone during the flight which I appreciated due to wanting sleep. As soon as I woke they offered me a meal before landing and made sure I was taken care of. I don't know if it was my particular seat or the design but it would not go all the way flat. There were still a few more degrees to make it completely flat but it was not enough to even make it an issue. I'd be happy to fly this airline again.
558,Peter M,3,"what can I say ? my first time in biz class , as you all know that is all good and well after 30 trips in cattle class, Vietnam air is an average airline, why fly it then ?? its direct to hcm, 8.5 hrs leave melb 13.30 in a Saigon bar by 5 , great stuff . but they are late , do cancel a lot and the food and service is crap, direct is the only asset"
558,sevvynuneaton,5,A number of people I have spoken to seem a little concerned about the quality of this airline because it is not well known in the west. This particular flight was one of five I took with Vietnam airlines within Vietnam or travelling to Cambodia.  All the aircraft were modern airbus planes and I could not fault either the aircraft or the crew. This might be a young airline but it operates a modern fleet of planes with what appears to be a very well trained staff.
558,Muntzie M,3,"Plane was delayed, forgot our special meals had to constantly ask for refreshments, staff were not attentive and a couple of the males were quite rude. Couldn't understand the pilot had poor English. But that's ok it isn't a English speaking country. Took away from the trip over from Melbourne Australia"
558,Muntzie M,4,"Check in staff at Melbourne Airport terminal were fantastic, the flight over was perfect. Cabin staff were attentive and looked after is the whole 8hrs. Our connecting flight to Danang from Saigon was acceptable as it was a short hop"
559,Charles Jake C,5,We flew from Ho Chi Minh to Danang.  Then Danang to Hanoi.  Then Hanoi back to Ho Chi Minh.  Great customer service and travel was safe and comfortable.
559,Sharon K,3,We flew from Melbourne to Ho Chi Minh then onto Hanoi. Bad part of trip was that our bags were not checked through so we had to collect go through customs and recheck at domestic for Hanoi. Getting a visa at Ho Chi Minh is sooo bad so try and get it before you travel. The airport staff can barely understand our English to ask for help. Check out the flight and visa before you go and save your self a lot of stress. Nothing is done quickly and we almost didn’t make our flight.
559,Macgutz,4,"first time on this airline, found to have good leg room and the service is good. Will fly with them again."
559,1959Mac,4,"Premium economy flight return to Vietnam. Definitely worth the money! Wider seats, a leg rest and reclining seats - that doesn't impact the passengers in front or behind you. The extra space is incredible. Seating is 2 - 3 - 2<br>Have always found the staff to be polite and friendly. The food and service is good, and more importantly, the flights run to schedule."
559,riaburke996,3,"Flew withVietnamese Airlines. Booked ourselves business class, it’s a long journey and we wanted the comfort of being able to stretch out and get some sleep also.<br><br>The staff on both the outbound and the return were smart and well presented. They sometimes took a few times of asking to get your orders right.<br>Although they worked hard<br><br>The menu was a limited choice for food as was the wine list.<br>They did however have a lovely French white.<br>But the choice was just of 4. <br>Although they had a larger cocktail and spirits menu.<br><br>The soup, salad and main course came on one tray and not separate.<br>Which to me was a waste as I had only asked for the main course.<br>I’ve never flown with a airline that does not offer a cheese plate. Or a Port.<br>This is an international airline and should reflect its clientele as I’m sure all clients like to try varied cuisine on the menu.<br><br>There was no Duty Free offering onboard.<br>It all seemed a little below par.<br>We have flown business and first with many airlines before and I would say this was a little lack lustre.<br>The reliability of the airline was also not too good.<br>The internal flights were delayed on both sectors internally from Hanoi to Da Nang or had schedule changes applied.<br><br>All in all it was just an average trip, nothing special.<br>In fact our friends had asked how much it would be to upgrade to business on the international leg.<br>They quoted $1400 each. <br>Not good enough to warrant the business class price tag I’m afraid.<br>And because of this I would use an alternative airline if going to Vietnam again"
560,E_Sin15,5,Very good airline. Big plane with friendly and professional cabin crew.<br>I like this company for my trip from vietnam to far city because vietjet or airasia don't do these route
560,mrwangShanghai,1,"We bad a very experience with this company. They made mistakes with our booking.<br>I was with my wife and my 2 two kids. <br>We had to wait more than hour and a half, without knowing if we could take our flight of HCMC or not. We finally passed the check-in and to run to get our flight.<br>Arriving at HCMC, we had to go to VA counter to check for our domestic flight, which was the day after, to Phu Quoc, and spent 2 hours at the airport.<br>Never fly with this company again !!!!"
560,886annie6060,5,"We came back with Vietnam Air and were able to upgrade to an empty seat beside us, so we had three seats between the 2 of us, which made an overnight flight much more comfortable, food was good, toilets clean...just wish they did a Brisbane route. <br>Would definitely fly with them again,"
560,Mickey C,5,Great flight with a well trained crew that couldn't do enough for us.  Always there to help make the flight great!
560,Erigal364,2,"Hoped and expected more from Vietnam airlines. Plane was incredibly hot and uncomfortable for one, secondly I thought I’d have a traditional Bloody Mary on the flight and within 40mins of taking off they had no vodka or gin.. on a 12 hour flight from London! Food was poor also. Came back via Thai airways and had a much more enjoyable flight!"
561,Rune T,4,This was a short trip. Everything worked very well from the check-in to luggage delivery. I was very early but I could still check in my luggage.
561,Graham W,4,No issues for the online booking as I am from Dubai. Fast check in. Good service on board. Have used them for internal flights too. Would use them again.
561,Paigedene,5,A group of 8 flew internationally Melbourne to Ho Chi Ming City / Saigon &amp; a domestic flight HCMC to Da Nang and return in early March. All communication at check in departure points were easy and all Flight Attendants were very warm and welcoming! I would definitely fly with them again - Thanks Vietnam Airlines!
561,Karin S,3,Nothing special at all. Everything is very simply. SImply food and drinks. I booked this because of this is the fastest way between this 2 cities.
561,Gabriela S,4,The seats were very comfortable and large. I didn't feel when we took off and landed. Even we booked for economy class they served us refreshments for free.
562,Ann846,5,This was our first time flying with Vietnam airlines we booked with them as they are the only airline to fly to Vietnam direct from London. Both international flights were on time with pleasant cabin crew and nice food. We also had 2 internal flights HCMC to Da Nang and Hue to Hanoi both were on time time and we got a drink on both flights. No complaints  and would happily recommend and use again.
562,Mark C,1,"The first thing I have to say is never ever fly with Vietnam airlines!<br>Our flight from Saigon to Hanoi.... delayed 2 hrs. Our flight to Dong Hoi delayed 8 hours which meant we lost our day in Dong Hoi!<br>Now our flight to Dalat has been completely cancelled which now means we have to cancel hotels and tours that have been paid for. Plus pay for more time in Hoi An which isn't cheap!<br>I have never known such a disorganised, unprofessional airline ever. Especially when we just got an email 12 hours before our flight saying sorry but basically too bad we cancelled your flight. Please think twice before using this useless airline!!! Absolutely and utterly disgusted!"
562,Keeve90s,4,Friendly crew. Helpful. Just boarding and time delay. Did not have wifi. Meal provide not very nice on fish meal can be improve.
562,trucgoesplaces,5,The checkin was pretty fast. Seats were comfy and did tip back aisles were wide. They offered snacks throughout the flight and meals were nice. Glad that I always choose to go with Vietnam Airlines as it helped me to assimilate travelling especially with further distance.
562,Silboldbrad,4,"First time with Vietnam Airlines for an Internal Flight.   As a large framed person. OK Heavy.   I was expecting to be squished into a small seat as is the case with many Asian Airlines.<br>Well I got a huge surprise,  lots of leg room, widish seats and very comfortable.  <br>We were in standard Economy Seats."
563,LA5885,3,My flight over was ok. But flight return was delayed. Then delayed again. Then as always the bus from landing to the terminal. It’s very frustrating. They call them Sorry Airlines by the locals in Vietnam
563,Lars B,5,"Efficient check-in, new confortable Airpus plane, excellent service also in economy class, good food, friently and helpful staff and all at a good price."
563,Lisa J,5,Full service anything you want beverage alcohol <br>Two substantial delishious meals <br>Lots of leg room <br>Large overhead cabin space <br>Fantastic blows Australia’s internal airlines out of the water
563,laylamai,5,We flew premium economy and it was very comfortable .I would prefer to fly Vietnam airways than BA. No complaints at all staff very pleasant and nothing too much trouble. Thoroughly recommend
563,HeronScottishBorders,5,"A key part of our APT tour of Cambodia and Vietnam was the free upgrade to business class on the Heathrow-Saigon leg. We cannot fault Vietnam Airlines in any way. The service was impeccable, the food outstanding, the seats comfortable enough to sleep for several hours, and altogether it has completely spoiled us for economy travel in the future!"
564,Samrot,5,"The time the flight departs is grease, 9pm. And lands at 9.15am.<br><br>The service was lovely and food fairly good. But the flat bed was very narrow and hard . All in All it was ok but but not up to the standard of some other well known Airlines"
564,Billiedoux,5,"First time - It won't be the Last - Excellent <br>Airbus A380<br>From Check-in onward, the Service, Help, and Customer Service were all First Class.<br>The Standard of Cabin Service, the manner, and appearance of all the Cabin Crew, also should be commended. <br>Excellent selection of drinks available, great food choices to suit European <br>and Asian palates. I had the Fish main course,  which was particularly good.<br>I decided to Upgrade my trip to Premium Economy, which after travelling in this class with other Airlines - I  have to say - <br>It was the Best Premium Economy I have yet experienced. Certainly well worth the extra when you have an 11 hour flight."
564,alanbowie1,5,Good flight in both directions.Suprisingly decent food as l don't like spicy food or noodles  The cabin crew were very attentive and polite . In flight entertainment was  good also .
564,dieulien2310,1,"I took the flight from HCM to Hongkong with one more package (my wedding photo) last Tues. on March 13, 2018. I was very disappointed with the women (her name is Thu, Nhung maybe.., I'm not sure) who was working at overweight department inside HCM international airport. She is kind of unfriendly, unprofessional and arrogant on her way she answered client's questions, also get customer run around to find out the best way to pay the overwight fee instead of help them kindly. She also talked to someone when client got in line and waiting for her, and another women (she worked at information ticket) was next to her just finished her job then took me in and help me done my payment while that was her job. How badly services!"
564,UKfoodie56,3,"A good flight with good product for Economy Deluxe product. It was full with non-Vietnamese passengers. We paid for both outgoing and return flights in business class but had to downgrade to ED as we were changing our return date and no more seats available in business class. It was fine and we were happy. One thing I do not understand when checking in at TSN airport, a senior ground staff did not give us invitation card to the business class lounge. I did make query but she insisted this is Vietnam Airlines' policy. If she is correct, I am afraid to say this is our last international flights with Vietnam Airlines from London. Good luck and good bye !"
565,FredrikB_SWE,3,"Nothing speciell. Easy trip, easy to flight with. Only 20 kg was allowed on my ticket. Just booked this for ok price and also good time."
565,SrikanthSivaraj,3,Flight delayed by many hours. Airlines announced refreshments for passengers and retracted it right after. No staff at hand to check regarding arrangements. Airlines seemed clueless and unresponsive.
565,Mark F,3,Booked this because the schedule worked. Pricing of Vietnam airlines is very sharp . Check in excellent 2 mins. <br>They have a lounge which is big but like all of the service it's just all a bit dated and average. Sort of late 90s. <br>The plane felt newish pilot was Aussie which was good but decor and service are all very average . Don't get me wrong superbly polite but the seat is very dated no inflight entertainment and dinner drinks service just ok in fact SQ economy is better....much. <br><br>They could easily do more. For the price it's ok.
565,bandit153,5,"First experience was great.  Very comfortable and the service was better than the US Airlines.  The flights are on time and will fly this airline again, hope it is just as good.  The people of Vietnam should be proud to maintain and operate an airline like this.  The US should take lessons.  It fast, cheap and on time what more can you want or expect from an airline."
565,panasia,3,"The agent at the check-in counter consider a back pack with a tablet and 2 books as 1 carry on luggage. So if you have another proper carry on ( max 7kg), it's considered as a second piece of luggage and it is not allowed! You will have to pay 40K Vnd/kg and check it in."
566,Zinny1946,4,This was a short flight. Planes appear older. Service on board was very good. You got a hot meal on a 1.5 hour flight with wine. Plane was good. Staff were pleasant. Departed close to schedule.
566,BlackiesGirl,4,"We flew Sydney to Ho Chi Minh and 3 flights within Vietnam making our way to Hanoi where we flew home, we found Vietnam Air to be one of the better ones we have used over the years. We flew premium economy and it was well worth the extra money, the seats are big and wide, the extra leg room is amazing. There are only 35 seats in that section and you are well looked after. The only issue we had is on the long haul flights they did not have us seated together even though we were booked on one ticket and we are husband and wife. But I stood my ground I was not leaving the checkin counter until they changed it. We had even emailed them making sure we were together prior to leaving. Other than that I would fly with them again anywhere, flying premium you also get extra baggage allowance on all flights and we were able to board early along with business class. The Air Hostesses were really lovely and caring and the food was pretty good. <br><br>Sent from my iPad"
566,Mit_besten_Absichten,4,"I flew with Vietnam Airlines from HCMC to Nha Trang and return 12/14 March 2018.<br>Nice clean cabine, very friendly, professional crew. Take off and landing on time. Lots of seating space - leg room even for tall passengers like me (196cm). Comfortable seats.<br>A few minor points: only water was served during the duration of the flight approx. 50 minutes, not all crew members speak sufficiently english, otherwise a very good trip.<br><br>Gate waiting areas a bit cluttered and not as clean and comfortable as the plane."
566,R B,3,"I will break this down into 2 parts.  Check-in and flight.  <br><br>Baggage and meal was included in airfare and was a good deal on this flight sector (Saigon to Singapore) compared to budget airlines where I would have paid extra for this.  <br><br>Check-in:<br><br>I flew out of Ho Chi Minh Airport.  I can’t say this was a positive experience.   More than 45 minutes in the check-in queue.  When I got to the check-in person they asked me about my visa.  I thought they meant Vietnam so I showed them my APEC card.  She then said no, Singapore visa.  I explained I don’t need one (Canadian passport).  In addition I explained furthermore I was PR in Singapore.  She then asked for my PR proof.  I said it is electronically linked to my passport.  She kept asking for proof.  So I told her if she wanted proof to call immigration in Singapore.  I asked her why she was asking for all if this but didn’t get a clear answer.  Meanwhile she goes to supervisor and asks something and comes back and says OK.  So seeing as they appeared to have wasted 10 minutes in this process (after waiting to check in 45 minutes) I go ask the supervisor what this was all about.  Supervisor tells me the check in person didn’t recognise the Singapore code on my APEC card.  I asked her what this had to do with anything as my passport (even without my PR) is valid for entry into Singapore. So at the end of the process I have absolutely no idea what the issue was.  I am sure they were doing their job and there was something in their process that required them to ask some questions.  It wasn’t clear to me what it was even after asking and they came across as not knowing what was going on and made me wonder if this was the reason the check-in was so long.  <br><br>I was luck I had an APEC card so I could get through the immigration process quickly and have tome for a cup of coffee before the flight.  The immigration queue for everyone else was probably 1/2 hour.  This is nothing to do with Vietnam Airlines, of course.  But when you add the lengthy check-in queue with this , even if you arrive 2 hours before your flight you may not have any extra time.  <br><br>Flight:<br><br>Meal was included in the fare.  Was nice compared to budget airlines.  Flight was comfortable and air crew friendly."
566,Moira N,4,"Very good service, food good, comfortable seating, all good even after 13 hours in flight.<br>We were given blankets, pillows a small washing/toothbrush/shaving kit and drinks were available throughout the flight if you asked for them. Crew were very professional."
567,ECWorld,4,"Thot I was getting Cathay but operated by Vietnam Air, first taste of this airline.  Aircraft a bit old but other service fine and food also okay"
567,Cris626,4,We flew in February this year economy class plenty of leg room in normal seats very good service but lots of children on board I think that this was down to it being tet in a few days time so was a little noisy but all in all very good flight
567,tusith2018,5,I travelled 3 short distance sectors on this airline. Staff is very friendly and helpful. They provided only water or coke but I would glad if they offer tea or coffee insted
567,Mike S,4,"I have flown Vietnam Airlines many times and most recently a couple of weeks ago. Admittedly, we flew Premium Eco, a few bucks more for an all around better experience. We checked in at the Bus/FF counter no problem, fast and efficient. Cabin and seats fine and attentative staff. Food very acceptable. Perhaps wine service could have been better, you had to ask for a refill rather than being offered. Audio visual entertainment extensive, with current releases. One of the better Asian airlines and we'd have no hesitation in flying with Vietnam again."
567,MattwalesNorthWales,2,"Check in at CTU was an unmitigated disaster. I fully understand that a lot of their business may be catering to Chinese tour groups, and that is presumably the reason they have a groups only check in counter. That said all three desks were totally gridlocked with tour groups consisting of confused and excited old Chinese ladies. The check in staff were unable to control these people and so single travellers like myself were forced to wait out the storm. Meaning that even though I was there 15 minutes before the desks opened it took an hour to check in. The ill feelings were compounded by the ""priority"" lane standing empty with two staff doing nothing to help. Finally we were on the plane and the cabin crew, again were unable to control the hordes of old Chinese ladies who repeatedly decided to change seats , use the toilet at innapropriate times and simply use the business class end because the economy class end was busy. If I had paid the business class premium, I would have been very unhappy. My advice to Vietnam Airlines, know your customers and train your staff appropriately."
568,Nguyenha1981,4,"The price of VNA compared to other airlines is quite high, it is said that: we pay for what we have. Quite right for this :)"
568,Simon K,5,"Very smooth operation. Absolutely no problems other than a rather long queue at check in. Staff were friendly and helpful, we got seats with plenty of leg room without asking. Catering is minimal but appropriate for a one hour flight."
568,nyomansuparta97,3,"It was my first experience flying with Vietnam airlines. The check in counter was very helpful. I supposed to be flying with VN 165 at 10.50am, but they changed my flight into VN 163, and that was helping me so much after my long journey from Sa Pa and arrived at Hanoi airport at 4 am. I really appreciate it. For a full serviced airline, i was a little bit surprised, i thought they will give is a snack just like garuda airline did. So, they only gave us an option of coke and mineral water, not even coffee or tea. Just that. Their inflight magazine is nice. The landing is smooth, like it."
568,Manambur S,5,It was a non stop long haul flight and the staff were really helpful. No delay on both trips. The food was good and adequate
568,AllenLance,4,"I booked my ticket in August 2017 to fly in March 2018 so I got a great price and booked business class since it is easier to change flights. I flew from Danang to Saigon earlier had used the very nice VIP Lounge at the Danang Airport. Nice food, pretty girls and comfortable seats. Had a nice seat on the plane up front,  a kind of silly looking sandwich for the meal and a small cup of water. They could probably improve on that. On the return from Saigon to Danang it was much the same with a somewhat nicer VIP Lounge in Saigon with nice food, pretty girls and a good atmosphere. Same kind of silly sandwich on the flight and the sealed cup of water but the flight is only about an hour and a half. Nice comfortable seat but they play some goofy Canadian TV show of people being spoofed that to me was quite childish but that is what pop culture is these days. The Vietnamese on board all thought it was funny stuff so I guess it works."
